date,title,url
20140902,103年8月29日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201409020002
20140902,103年8月25日至103年8月30日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201409020001
20140917,103年9月2日至103年9月5日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201409170002
20140917,103年9月1日至103年9月13日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201409170001
20140923,103年9月18日至103年9月19日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201409230002
20140923,103年9月16日至103年9月20日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201409230001
20141002,103年9月22日至103年9月26日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201410020002
20141002,103年9月22日至103年9月30日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201410020001
20141007,103年10月1日至103年10月3日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201410070001
20141020,103年10月4日至103年10月9日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201410200002
20141020,103年10月6日至103年10月8日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201410200001
20141021,103年10月14日至103年10月15日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201410210002
20141021,103年10月14日至103年10月18日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201410210001
20141029,103年10月20日至103年10月27日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201410290001
20141104,103年10月20日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201411040002
20141104,103年10月28日至103年10月31日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201411040001
20141113,103年11月3日至103年11月10日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201411130001
20141120,103年11月13日至103年11月14日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201411200001
20141125,103年11月13日至103年11月21日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201411250002
20141125,103年11月17日至103年11月21日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201411250001
20141203,103年11月24日至103年11月27日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201412030002
20141203,103年11月24日至103年11月28日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201412030001
20141210,103年12月1日至103年12月5日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201412100001
20141222,103年12月9日至103年12月15日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201412220001
20141225,103年12月9日至103年12月17日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201412250002
20141225,103年12月16日至103年12月21日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201412250001
20150107,103年12月24日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201501070003
20150107,103年12月22日至103年12月30日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201501070002
20150113,104年1月5日至104年1月6日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201501130002
20150115,103年12月15日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201501150002
20150115,104年1月6日至104年1月9日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201501150001
20150120,104年1月12日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201501200003
20150120,104年1月12日至104年1月16日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201501200002
20150129,104年1月19日至104年1月23日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201501290002
20150203,104年1月26日至104年1月30日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201502030001
20150212,104年2月2日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201502120003
20150212,104年2月5日至104年2月9日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201502120002
20150225,104年2月10日至104年2月12日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201502250007
20150302,104年2月24日至104年2月25日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201503020001
20150304,104年2月26日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201503040001
20150318,104年3月2日至104年3月13日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201503180001
20150326,104年3月18日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201503260002
20150326,104年3月17日至104年3月23日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201503260001
20150408,104年3月23日至104年3月31日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201504080001
20150415,104年4月10日至104年4月12日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201504150002
20150415,104年4月1日至104年4月12日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201504150001
20150422,104年4月13日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201504220002
20150422,104年4月13日至104年4月20日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201504220001
20150504,104年4月21日至104年4月24日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201505040001
20150505,104年4月23日至104年4月30日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201505050002
20150505,104年4月28日至104年4月30日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201505050001
20150514,104年5月6日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201505140003
20150514,104年5月4日至104年5月9日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201505140002
20150519,104年5月11日至104年5月15日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201505190003
20150519,104年5月11日至104年5月16日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201505190002
20150526,104年5月18日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201505260002
20150526,104年5月18日至104年5月22日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201505260001
20150602,104年5月27日至104年5月30日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201506020002
20150602,104年5月22日至104年5月30日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201506020001
20150611,104年6月2日至104年6月3日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201506110002
20150611,104年6月1日至104年6月5日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201506110001
20150616,104年6月4日至104年6月12日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201506160003
20150616,104年6月8日至104年6月12日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201506160002
20150629,104年6月16日至104年6月17日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201506290002
20150629,104年6月15日至104年6月18日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201506290001
20150703,104年6月23日至104年6月29日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201507030003
20150703,104年6月22日至104年6月30日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201507030002
